"","x"
"989","driver ramah"
"990","mantab"
"991"," biaya mesan"
"992","memuaskan"
"993"," an ongkir food murah"
"994","vamos"
"995","pesan   food promo ya gila gila  lupa langgan ya  ya sesal deh  download aplikasi mantap  mitra kemudi ya loh gampang  cari driver ya mantap sistem canggih ya"
"996","bantu cepat murah"
"997","bagus  mudah kerja"
"998","rating maksa wajar"
"999","aman"
"1000","ovo aktif ovo"
"1001","keren"
"1002","memuaskan"
"1003","aman cepat"
"1004","harga saing"
"1005","rumit mesti update update super lemooooooottt payah"
"1006",""
"1007","ok"
"1008"," sunguh senang"
"1009",NA
"1010","terim "
"1011","bantu"
"1012","aplikasi bagus"
"1013","bug white screen error lag dll hp root detect"
"1014","bantu"
"1015","bagus murah  ya suka k an  a cuman goceng wkwkwkw"
"1016","panas semangat"
"1017","terima  abang  semoga kualitas nya"
"1018","semoga promo"
"1019","heh maaf hp"
"1020","nyaman"
"1021","aplikasi bagus sekal"
"1022","notice promo usaha lu sampah serius gue unistal deh info promo share promo wajar deh kayak pinjol nagih mulu notice nyanpah tau  ijo  kuning  biru adem spam lu  notice bag marketing lu deh duli gue aplikator lu doang"
"1023","supirnya asik manis"
"1024","oke"
"1025","nyaman"
"1026","aplikasi  bolak gonta ganti akun akun tangguh gblook  aplikasi  gara gara gonta ganti akun tangguh akun oala  "
"1027","nyaman ber mobil ramah"
"1028","hilang biaya mesan min diskon asa"
"1029","mantap"
"1030","good bantu"
"1031","adakan  paylater gojek gopaylater shopee shopee paylater  julo driver tumpang ovopaylater huhu"
"1032","aplikasi istimewa bantu"
"1033","terima  promo  car bike"
"1034","biaya"
"1035","mantul"
"1036","suka"
"1037","bantu"
"1038","terima  mas  nyampek sen"
"1039","aplikasi bagus mungkin saran fitur pesan  selesa chat mitra menit hindar salah sangka proses aplikasi status selesai mitra proses langgan komunikasi konfirmasi mitra status selesai pesan eh nyata  close pesan kolom chat tutup"
"1040","mantap"
"1041","gimama ya pesan  sungguh bingung simpel ribet mending  shopee food"
"1042","driver bantu"
"1043","bantu   bidang kuliner terima "
"1044","love you"
"1045","lumayannya"
"1046","olb hfl"
"1047","Lumayan"
"1048","baharu suka error bikin kesel  pas bagus keluh"
"1049","mm nn download salah"
"1050","layanan  kecewa"
"1051","murah tarif  car beda tipis  bike"
"1052"," bantu "
"1053","memuaskan"
"1054","semangat sehat"
"1055","ok"
"1056","drivernya ramah"
"1057","bagus"
"1058","ok"
"1059","bagus"
"1060","akurat"
"1061","bantu"
"1062","enak kemudi ramah ajak obrol   gaptek wkwk"
"1063",NA
"1064","driver ramah"
"1065","biaya mesan sekal ppn biaya kupon diskon kadang "
"1066","login ribet"
"1067","hai  minggu aplikasi  buka instal alami"
"1068","mi mi oo min"
"1069","drivernya sabar humoris"
"1070","ya bagus"
"1071","apk bayar kak gilir lokasi kak"
"1072","rekomended harga murah"
"1073","character"
"1074","mahal"
"1075","jos"
"1076","suai"
"1077","ok"
"1078","mantap"
"1079","coba duluh"
"1080","terima  greb good"
"1081","terima  abag grep ya ramah amanah terima  abang grep"
"1082","mending gojek"
"1083"," alamat tuju peta penuh debat supir"
"1084","payah update buka apk"
"1085","oke"
"1086","good"
"1087","lumayan"
"1088","puas "
"1089","kemudi"
"1090"," lemottt"
"1091","penghantarann terbaikk"
"1092","cepat ramah"
"1093","apknya bagus"
"1094","excellent"
"1095"," an driver potong gede "
"1096","mantap "
"1097",NA
"1098","puassss  terima "
"1099","ubah bintang  bike hemat tah ya "
"1100","puas"
"1101","mohon lengkap lengkap unggah galeri pemberitahuan lokasi gpsmap karena sistem gpsmap grap capai alamat tuju jemput konsumen"
"1102","oke"
"1103","character"
"1104","mudah"
"1105","harap jaga percaya konsumen tarif terimah "
"1106","good"
"1107","good"
"1108","trima tuju"
"1109","oke aplikasi manfaat"
"1110","ya"
"1111","mantaaaanbs"
"1112","ok"
"1113","ramah"
"1114","kerja bagus"
"1115","good"
"1116","keluh langgan anggap lapor komplaim resmi suruh lapor web "
"1117"," food  resto order ambil nama mudah sulit order   ambil food kayak bikin malas order resto langganna jangkau order"
"1118","mantap"
"1119","gabung lambat embun uap air "
"1120","ok"
"1121","puas"
"1122","ngehe"
"1123","terima  driver"
"1124","mantap"
"1125","good"
"1126","notif promo pas  lucu ovo suka nge prank"
"1127","mantap"
"1128","mantap"
"1129","dreiver ramah"
"1130",NA
"1131","deliver asik"
"1132","metode linkaja ovo update sambung akun ewallet lapor instagram  bot slow respon"
"1133","akurat titik"
"1134","nice"
"1135","mohon  evaluasi sistem batal tumpang batal performa driver turun driver capek cari alamat cancel kadang terima dicancel performa langsung turun sistem adil driver ketemu tumpang performa turun batal driver batal"
"1136","mantap"
"1137",""
"1138","terima  "
"1139","suka"
"1140","layanan cepat"
"1141","install  daftar akun bekuk wajar install   mesen bike anehh"
"1142","lumayanbagus"
"1143","heran tarif  bike mahal  car"
"1144","aplikasi  malas rumah"
"1145",""
"1146","bagus sopan"
"1147","aman nyaman"
"1148","mobil ber driver ramah cepat"
"1149","abang greb ya  terima "
"1150","ok"
"1151"," bangsattttt anjingggg usaha kapitalis sial"
"1152","selamat  memutuskn alih gojek"
"1153","bantu"
"1154","good"
"1155","downlod jahsjxdj jelek gue pesan gue lata hfhfjfjdkdidkd akdjkdkkkonksjdhshs pas pesan kontskzkozsoanansksoso"
"1156","lumayancepat"
"1157","mntap"
"1158",NA
"1159","oke thanks"
"1160","joosss"
"1161",NA
"1162","sippp"
"1163","sopir mantap"
"1164","terima "
"1165","bantu"
"1166","enak sekal"
"1167","mantap"
"1168","character"
"1169","sekal"
"1170","good"
"1171","bantu  desak"
"1172","suai pesan terima "
"1173","terima "
"1174","mantab deh"
"1175","puas"
"1176","memuaskan"
"1177","ok"
"1178","bagussssss "
"1179","bantu per anya"
"1180","jujur"
"1181","argo mahal driver segitu ubah krisis ojol hantu"
"1182","cacat lemot aplikasi"
"1183","like"
"1184","tarif ojek mehongggg"
"1185",""
"1186","bantu"
"1187","mantap"
"1188","assalamualaikum p i nya"
"1189","respon cepat"
"1190","bagus"
"1191","oke nian"
"1192","ok"
"1193","good"
"1194","semangat"
"1195","mantul"
"1196","keren"
"1197","sautu saatmanti"
"1198","trimak "
"1199","suka eror pas mesan"
"1200","mantap"
"1201","good job"
"1202","cepat aman kemudi sempurna"
"1203","simple bantu"
"1204","update jarang "
"1205",NA
"1206","lumayansopan"
"1207","driver sopan sopan"
"1208","terima  bpk greb nya"
"1209","bagus pelayanananya"
"1210"," aco order  argo begt kadang cs  cepat cepat motor  kantor   vitur cepat  mahal bobrok sistem"
"1211","lumayanmemuaskan terima "
"1212","bagus sopan supir nya"
"1213","bantu"
"1214","apknya bagus"
"1215","ngopi ngemil "
"1216","tes"
"1217","good"
"1218","memuaskan"
"1219","bantu sekal"
"1220","bagus tingkat aman"
"1221","titik rumah suai jemput tunggu"
"1222","good"
"1223","update instal ya hancur  ya"
"1224","terima  pelayanannanya"
"1225",NA
"1226","bagus"
"1227","  masuk"
"1228",NA
"1229","bantu mks"
"1230","bgusss"
"1231","bantu"
"1232","mantap"
"1233","mantap orang ramah"
"1234","bagus"
"1235","bagus"
"1236","aplikasi bagus"
"1237","kemudi asik"
"1238","bagus"
"1239","terima service ramah"
"1240","my  promo increase"
"1241","  bahasa indonesia sok inggris orang erti bhasa engreess"
"1242",NA
"1243","bagus"
"1244","harga saing"
"1245"," tarik saldo ovo ribu rupiah tau"
"1246","apl tahi daftar sulit suruh masuk kode kode bilang salah"
"1247","bagus"
"1248","layanan"
"1249","komentar keluh bagus uninstal"
"1250","jossss"
"1251",""
"1252","jos"
"1253","semoga sehat ya mas"
"1254",NA
"1255","menyenangkan ramah"
"1256","cepat tuju"
"1257"," "
"1258","kemarin pergi alamat tuju besok alamat cari ya ngatasinnya"
"1259","minus bintang langsung "
"1260","beli  toko buka sedia dipesen dibatalin aplikasi mudah"
"1261","okey"
"1262","spngt puas bantu"
"1263","nyaman"
"1264","kemudi ramah bantu"
"1265","download lambat ulang ulang mohon admin mudah aplikasi nya"
"1266","keren"
"1267","oke"
"1268","mantab"
"1269"," parah order gofood  ovo dicancel driver saldo komplain layanan chat hasil tutup cakap saldo pesan  keluarga suruh tunggu x jam tunggu usaha  hancur buruk"
"1270",NA
"1271","keren"
"1272","kemudi ramah"
"1273","kumat nih apk sehat bikin apk"
"1274"," driver bikin nyaman tumpang nyala ac ramah driver pelit nyala ac"
"1275","sate kulit taichan enak bikin nagih langgan"
"1276","bagus"
"1277","kirim kode aneh"
"1278","puas kemudi"
"1279","layar blank putih pilih "
"1280","sempurna"
"1281","mahal mending ijo sebelah "
"1282","bantu"
"1283","kecewa aplikasi akhir rekomendasi  rute  ongkos mahal barang  bad "
"1284","bagus mudah aktivitas manusia"
"1285","kemudi nama aldri agustian plat nomor rkl black toyota calya uang konfirmasi hasil saldo saku potong otomatis  tindak alas tunggu x jam update sekal uang biar kemudi jera gadiulangin konsumen"
"1286","good"
"1287","character"
"1288","ok"
"1289","cepat"
"1290","suai"
"1291","bagus"
"1292","layanan top"
"1293","sampah aplikasi log out masuk kirim kode otp sms wa ber email  login"
"1294","mantap mrmbantu"
"1295","enak"
"1296","mantap"
"1297","ok"
"1298","maxim"
"1299","promo"
"1300","mienya kenyal"
"1301","bantu"
"1302","mksi"
"1303","pulang pergi  bike puas respon cepat kemudi ramah terima "
"1304","nyaman"
"1305","bantu "
"1306","bantu"
"1307","bgua"
"1308","mantap"
"1309","senang sayang penjemputanya"
"1310","bantu"
"1311","ok"
"1312","good"
"1313","the map this application is still not accurated please fix the bug let this app is linked the all locations on google map thanks"
"1314","mantap"
"1315","jajak"
"1316","bantu aplikasi nya"
"1317"," "
"1318","bagus bantu"
"1319","ok"
"1320"," driver  bintang resto resto  bintang driver kadang datengnya suka suka  ya capek capek naikin ranting jatuh"
"1321","andri"
"1322","rumah on time"
"1323","oke"
"1324","ok"
"1325","pesan  pas panas suka sayah  bintang"
"1326","alamat rumah suai hadeh"
"1327","bsgus"
"1328",NA
"1329","bagus aplikasi nya"
"1330","lumayanmemuaskan"
"1331","terima  ya ya"
"1332","ok"
"1333","ok"
"1334",""
"1335","mantap"
"1336","bagus"
"1337","aplikasi "
"1338","semoga bagus ya"
"1339"," kayak voucher kayak  masuk voucher kode promo"
"1340","bagus"
"1341","ok"
"1342","kode otp kirim"
"1343"," tarif ongkos berubah"
"1344","heeh"
"1345","xg a"
"1346","joss"
"1347"," iklan kondisi ganggu iklan muncul buka aplikasi buka wa lain urgent ganggu iklan muncul  akhir  sebal iklan uninstal kah kecewa"
"1348","pesan  mahal ongkir dll"
"1349","order masuk telat bunyi alhasil dicancel kirim notif bunyi update maps  ya "
"1350","login kode otp susah masuk payahhhhh"
"1351","bagus sekal"
"1352",NA
"1353","bantu "
"1354","langgan aktif  ekspres  ekspres berantak maaf sekal turun ratting detail peta sinkron google maps susah"
"1355","mobil  setiker iklan resah"
"1356","puas"
"1357","cakeppp"
"1358","mantap"
"1359","gila sopir  aplikasi cuman gara gara barang bawa plus kemudi songong jemput rumah alas rumah gang sempit truk masuk cuman mobil tumpang bayar nebeng gratis suekkk"
"1360","bantu"
"1361","update uninstall download ulang"
"1362","baiiiikkkkkkk "
"1363","bagus "
"1364","well"
"1365","ribet ribet"
"1366","ok"
"1367","ok"
"1368","suka"
"1369","mantap"
"1370","daftar akun gagal"
"1371","layanan"
"1372","apk bantu saran bintang driver muncul selesai transaksi kadang klik back bintang nyaman bintang muncul customer bintang menit semoga terima "
"1373","ok"
"1374","bagus cepat sekal"
"1375","top "
"1376","lumayancepat"
"1377",""
"1378","masuk aplikasi"
"1379","done"
"1380","top"
"1381",""
"1382","ok "
"1383","nyaman supirnya ramah terima "
"1384","character"
"1385","sekolah"
"1386","bantu"
"1387","alhamdulillah lancar"
"1388","bagus"
"1389","pesan  car halim rs pon pagi payment ovo harga rp  promo saldo top up rb ovo top up promonya ilaaang"
"1390","bagus"
"1391","ok"
"1392","promonya"
"1393","bagus "
"1394","kerennnnnn"
"1395","terima "
"1396","sumpah  wort anak sekolah harga rb rb  adakan harga anak sekolah aplikasi "
"1397","murah"
"1398","ok"
"1399","layanananny bagus"
"1400","susah  driver carnya tunggu eh dicancel pemberitahuan  bilang langsung profesional driver carnya"
"1401","babi  ujan driver driver takut ujan  car"
"1402"," bantu diskon murah  m ya"
"1403","keren"
"1404","aplikasi update dibuka "
"1405","bagus"
"1406","bagus"
"1407","terima driver ramah"
"1408","suka"
"1409","keren"
"1410","aktifin ovo isi ovo eh nyata duit masuk ovo setel aktif duit layanang ovo susah aktif sistem aplikasi  rugi  duit gue angus"
"1411","ok"
"1412","oke"
"1413","mesen offline gakenapa freak orang tolollll"
"1414"," ya bayar  ovo harga  tunai rugi deh"
"1415",NA
"1416","sayang  bintang etr  oke semu naru  bintang full aplikasi   aplikasinua buka diwonlond bisa"
"1417","metasa nyaman bantu"
"1418","lumayanbagus smart tq"
"1419","bantu"
"1420","tingkat aplikasi bagus"
"1421","mantap"
"1422","ok"
"1423","hatur nuhun deh bantu"
"1424","bagus"
"1425","alhamdulillah driver"
"1426"," bintang"
"1427","angguk angguk  blok verifikasi wajah"
"1428","kecewa  batal pesan sengaja hp android eror tau pesan sayang batal pesan alias cancel kecewa"
"1429","good"
"1430"," "
"1431","oke"
"1432","mantap driver super cepat"
"1433"," menu  layanan nama layanan operator jam konsultasi masuk adu masuk jasa"
"1434"," deh buruk maps   ake  ngawur"
"1435","mantab"
"1436","bagus"
"1437","bantu "
"1438","tumpang manja promo sopir kabur ogah tarik harga wajar nindas sopir mitra"
"1439","parah ya mitra  ya bikin cewek trauma ketemu orang orang pergi transport"
"1440",NA
"1441","mudah aplikasi"
"1442","susah driver"
"1443","puas driver bintang"
"1444","ok"
"1445","mantap"
"1446","top deh"
"1447","ajhieb bin marqothob"
"1448","rekomendasi  dadak"
"1449"," maps samain google maps maps  akurat lihat driver nyasar"
"1450","  hati pemotongan biaya pajak biaya kemas ongkir harga "
"1451","bantu"
"1452","gajelasss aplikasi dongo mesen jam estimasi mulu nyicil malam lapar mood gara aplikasi gue beli janji jiw jam mulu  janji jiwa tutup jam segitu aplikasi hadehhhhhhhhhhh  mesen  big now wkwk najisss apk"
"1453","apl  upred buruk kinerja saran develpr kebnyakn upredlah"
"1454",""
"1455","bantu"
"1456","good"
"1457","ok"
"1458","ok"
"1459","oke"
"1460","suka beli makaron"
"1461",NA
"1462","apk  didownload"
"1463","update buka gemana "
"1464","oke"
"1465","ok"
"1466","bagus"
"1467","good"
"1468","mantap"
"1469","cepat sopan"
"1470","puas ok"
"1471","mantap"
"1472","spesial"
"1473","ku  pesan driver lihat maps  drivernya  order langsung  lamaaaaa   bilang  pas ku lihat titik disitu"
"1474","mantap"
"1475","top up ovo cash  apk min"
"1476","nyaman ber "
"1477","terima akun  customer deh kian membeku thanks "
"1478","bagus"
"1479","alhamdulillah"
"1480","bantu sekal respon cepat"
"1481","top murah"
"1482","ramah"
"1483","bantu semoga layanan ya"
"1484","ok"
"1485","bagus"
"1486","mantap"
"1487","kecewa rugi pesan    kirim  berik  suai tuju tipu   aman beli biar tipu bayar barang  order terima "
"1488","ok"
"1489","supir bawa nyaman"
"1490","update terosss kapasitas"
"1491","cepat fresh"
"1492"," ok"
"1493"," aplikasi bantu terima  "
"1494","mantap"
"1495","ok"
"1496","aplikasi jelek promo harga beda  harga resto asli harga ribu ribu ongkirnya"
"1497"," diskon ongkir kadang  ongkirnya gede ongkirnya"
"1498","good"
"1499",NA
"1500","mantaaaapvhhjk"
"1501","bantu "
"1502","bantu"
"1503","ongkir mahal bos mahal"
"1504","nyaman"
"1505","lumayanbagus rumah"
"1506","good"
"1507","diskon nya"
"1508","terima "
"1509","ok mantap"
"1510","bpk ludy artanto orang driver  amanah saluuut pnjenengan semoga bpk bpk blsan allah swt amin"
"1511","sungguh bantu"
"1512","mantapjiwa"
"1513","upgret"
"1514","nice"
"1515","flesikbel"
"1516","oke"
"1517","ramah"
"1518"," "
"1519","cepat gesit"
"1520",NA
"1521","biaya  ngambil potong driver voucher gratis ongkir nama doang kagak  alas kagak penuh syarat"
"1522","bagus"
"1523"," promo mantap"
"1524","barang rusak"
"1525","lumayancepat driver ramah kondisi kendara prima"
"1526","ok"
"1527","ok"
"1528",""
"1529","oke"
"1530","mantab"
"1531"," ribet ya   murah"
"1532","bantu"
"1533","good"
"1534","nice"
"1535","gin ya"
"1536","ter bagus"
"1537","mohon maaf sekal drivernya jelek alamat masuk suai alamat rumah letak titik aplikasi geser titik rumah aneh driver inisiatif orang jelasin tlfon ngomelin calon tumpang cancel cancel doang kasar sekal drivernya mohon training drivernya sopan enak"
"1538","luarbiasa"
"1539","menu"
"1540","malas   ongkos"
"1541","bagus"
"1542","keren"
"1543","bagus food pilih batal pesan kadang sengaja pencet pesan konfirmasi ulang pesan  salah pencet dicancel jelek "
"1544","best"
"1545","setia  akal harga mahal nama biaya mesan biaya harga mahal rugi"
"1546","character"
"1547","m mbantu"
"1548","mantap"
"1549","suka top"
"1550","apk jelek"
"1551","murah"
"1552","suka"
"1553","akurat"
"1554","mantab"
"1555"," konsumen"
"1556","ramah gesit"
"1557","ok"
"1558","bagus pelayanananya"
