"","x"
"703","salah sekal akun bekuk hapus akun tanggap pikir ojol"
"704","mudah grtisan nya"
"705","bagus"
"706","ganti email"
"707","akun gojek buka sisa saldo coba uninstal log mohon solusi gojek"
"708","mahal ongkir goride gosend mahal kebnyakann biaya promo pelit promo diskon ribu"
"709","mahal biaya aplikasi biaya biaya bgett deh mending diberika berat driver kerja kerja cust tinggal nikmat appnya biaya total biaya driver potong lansung driver"
"710","tingkat aplikasi khsuusnya maps ya "
"711"," penilainan bruk bintang pilih keluarga pernh nama main paylater aplikasi akun gojek suami tagih rb slma bln bayang haram tuh adu ojk sruh gojek"
"712","nyaman"
"713","gojek"
"714","gojeg"
"715","jelek"
"716","top"
"717","lumayan muas"
"718","no komen deh"
"719","gojek the best mantabbb"
"720","ok"
"721","kadang nyaman kadang drivernya ramah"
"722","super aplikasi ribet lemot lokasi akurasi maps versi driver gojek lihat maps hadeeh"
"723","update salah"
"724","pas an promo apk gojek mudah promonya tapi apk cuma simpan saldo gopay"
"725","coba"
"726","oke"
"727","aplikasi"
"728","bagus sih aplgi go food voucher driver ramah"
"729","kepakek sih"
"730","siiiip"
"731","top"
"732","auto bintang ya jek balikin versi nadim makarim pegang versi cuman numpang sandar doang drivernya"
"733","gopay eh bekuk"
"734"," beda kayak"
"735","kemarin update update"
"736","update gagal buka goride restart relogin reinstall gagal email solusi pfft"
"737","good ayan go box pick up"
"738","aplikasi bantu"
"739"," repot cari ojek"
"740","cepat cekat"
"741","mantap"
"742","good"
"743","bantu kecewa titik gps suka geser konsumen sering ribut drivernya mohon"
"744","akun gojek bekuk saldo gopay alas orang saldo gopay bekuk rp juta orang lumayan hasil bekuk saldo gopay orang alas ya hasil uang instan haha"
"745","tuh oknum joki bawa kabur camera harga juta kayak ya gojek serius berantas akun palsu ya bayak akun muka driver beda plat no ya beda"
"746","mantul bantu sehari"
"747","good"
"748","gojek karya anak bangsa admin acc gopaylater ya"
"749","mantap"
"750","aman"
"751","good"
"752"," dobel ngeklik langsung driver selang menit driver bikin kesel kecewa an driver nya"
"753","good aplikasi"
"754","ok bagus"
"755","lumayan"
"756","top up saldo ya"
"757","customer parah pinta biaya parkir ribu asih ranting sekira ganti biaya parkir driver bilang ganti biaya parkir"
"758","top "
"759","upgrade plus gagal ktp aplikasi aplikasi"
"760","susah ya cari driver pagi"
"761","ok"
"762","beli pulsa gagal mulu heran aman apk burik ya"
"763","rekomendasi teman teman tf no rekening salah saldo hilang jamin saldo jamin saldo kembli bohong"
"764","puas"
"765","bintang dluu"
"766","biaya jasa hapus duh sepi pandemi hilang order sepi"
"767","parah gojek order orderin gocar orgtua lantar"
"768","gofood mahal biaya aplikasi mending motor cari makan"
"769","gilir transfer dana gopay bank ampun dahhh"
"770","bagus"
"771","drivernya ramah"
"772","tf rek bank sattt"
"773","mantab"
"774","aplikasi parah layan transfer bank hari pending dikomplen suruh nunggu kapok aplikasi"
"775","bagus"
"776","bantu "
"777","moga berkah"
"778","ok"
"779","bagus gratis ongkir ku bintang entar tamahin lagi biar bintang"
"780","design jadul yy bagus deh simple"
"781","mudah jalan"
"782","keren"
"783","aneh anjir gofood restonya m ongkirnya rb anjir mahal ongkirnya harga makan kalkulasi ongkirnya benerin malas sakit rumah"
"784"," super kilat malam thanks"
"785","trima gojek"
"786","konsumen driver asih bintang lihat konsumen transaksi driver lihat langgan asih bintang thanks"
"787","lancar jaya"
"788","goooojek top marko top"
"789","gojek bantu utama malam"
"790","ok"
"791",NA
"792","jaya gojek"
"793","nyaman"
"794"," gojek aplikasi dikit blok aneh situ uang saha solusi sekal lapor customer balas bot kayak kesal alami fitur mohon cari uang susah"
"795","bantu jalan"
"796","baikkk"
"797","good"
"798","gopay coin sih k"
"799"," biaya layan cekik konsumen biaya layan kadang ongkos kirim makan mahal jarak double order costumer makan dingin enak ongkos driver kena double order kadang bayar penuh an driver harga order double sisa"
"800","bagus"
"801","bantu"
"802","mantap"
"803","jek kabur customermu sistem mood customer hilang"
"804","muas"
"805","aplikasi bagus"
"806","buruk suruh tim benah iklan suai ekspektasi"
"807","bagus"
"808","bagus sekal"
"809","bagus"
"810","mantap"
"811","alhamdulillah bantu sekal aplikasi gojek"
"812","bantu"
"813","posisi driver lihat apk"
"814","ok"
"815","saldo gopay transfer transfer upgrade gilir upgrade akun dasar otak anjing"
"816","mudah"
"817","nemu greb"
"818","mantaaf"
"819","cepat ramah"
"820","internet tonton youtobe lancar muncul internet lemah internet mati aplikasi aplikasi ya coba instal ulang apps bayar cepat sidik jari notifnya bidang kosong"
"821","ramah"
"822","positif"
"823","gojek upgrade jelek qr metode bayar ngebug transfer hilang koneksi voucher diskon dikit ajg"
"824","character"
"825","puas"
"826","plng suka aplikasi gojek mudah waktu pokoknya egk ribet"
"827","mahal malas mending sebelah"
"828","bagus"
"829"," tau una frozen stok habis chat customer menu driver suruh bicara"
"830","iya"
"831","solusi hambat"
"832","apk bagus orang fast respond kayak grab"
"833","diskon gofood penuh syarat"
"834","character"
"835","mantap"
"836","top"
"837","next update ngerating ulas gofood fitur gambar biar lihat riview makan gambar bagus "
"838","laah jarak grab car dll maksimal km jalan opsi aplikasi sebelah nampung sok sad otw uninstall"
"839","mantab"
"840",""
"841"," konsekuensi driver mengcancel gofood menit harap makan eh nyata drivernya resto driver cancel"
"842","oke"
"843","bantu"
"844","transfer bank status proses kelar kelar orang susah butuh duit buag makan suruh ngotak saldo kapok"
"845","aip"
"846","aplikasi gojek bantu sa at butuh tranportasi"
"847","ok"
"848","ok"
"849","ok"
"850","aplikasi bagus "
"851"," "
"852","puas bantu"
"853","bagus aplikasi mantap muda simple "
"854","layan commuter line trans jakartanya beli tiket"
"855","otp kecewa"
"856","mercu buana jakarta barat gang raja wali"
"857","halo gopay layan berik puas layan gopay tingkat performa bersih bug apk sukses gopay"
"858","promonya eror"
"859"," ganti nomor jam suruh menit jam sekal bantu"
"860","mantap"
"861","rekomended"
"862","yippie"
"863","sulit konsumen makan mnt menit enak makan nya"
"864","knapa nih apk buka habis update"
"865","tarif gofood ngotak dikit asuuuuu ongkir k k service mata anjg harga makan kau umroh haji kayak kayak"
"866","bug app when using dark mode gojek app always crash"
"867","bagus egk download"
"868","suka sekal promonya"
"869","aplikasi knty l"
"870","go food okeh deh"
"871","mantap"
"872","gulung tikar gojeg kalah indeiver gojeg kayak sedulu pegang kacau biaya aplikasi kayak rampok costumer lari aplikasi"
"873","bantu"
"874","mudah murah"
"875","harga aplikasi rekomendasi cari tarif murah"
"876","bantu"
"877","good"
"878","character"
"879","aplikasi moda mantap"
"880","tarik gopay tunai kartu laku atm baca sulit tarik tunai daerah baca kayak saing tarik tunai kartu alfamidi mart indomaret deh"
"881","senang"
"882","good"
"883","aplikasi dajjal sumpah kelas gojek hack mahal biaya layan potong driver gede beli pulau nih ownernya ke ayan kecewa"
"884","ribet saham goto turun goride jarak km eh hutan desa parah"
"885","keren"
"886","maps gambar driver kitar jarak driver nya"
"887","gopay coins saldo gopay coins gabung saldo utama"
"888","mudah"
"889","bagus"
"890","akibat driver murah cari driver susah area jember balung salam karya anak bangsa siksa"
"891","ok"
"892","kacau promo pasang pas cowok promo sekal biaya layan gede kacau kacau bangkrut"
"893","akun eh gopay blokir transaksi janggal wkwkwk menu topup transaksi transaksi kepala otak kau wkwkwkwk aplikasi aneh"
"894","nc"
"895","aplikasi go food slow respon"
"896","good"
"897","mantap"
"898","parah beli makan jarak ongkir rb kembal ongkir rb jarak km please"
"899","hayoloh gojek selamat ya aplikasi tinggal langgan gocar drivernya gofood error tarif mahal dalih biaya aplikasi omg maaf ya pindah aplikasi sebelah btw paksa drivermu an paksa order jarak driver km ambil driver yasudah carik driver biar cari aplikasi niat hati kejar komisi eh langgan pergi bye bye"
"900","lihat aplikasi driver cumak ribu customer kena tarif ribu lumayan potong hhhmmmm an drivernya"
"901","nyaman ramah"
"902","putus ya internet lancar internet"
"903","ok"
"904","gojek kerja lancar"
"905","bantu"
"906","mantap apk"
"907","keren"
"908"," seleksi drvr comot drvr arogan tindak lnjutin drvr bawa istri mulut bau minum alkohol"
"909","nyaman"
"910","susah didownload aneh muter sinyal bagus"
"911","character"
"912","game gkjelas"
"913","bantu transportasi"
"914","ok"
"915","susah order server padat rayap driver gbsa order kecewa vocer deh kagak order gofood cari driver vocer gofood goriide gosend gojek kayak"
"916","jwj"
"917","maaf driver akhlak driver nyuruh buka jual online nutup pintu rezeki orang"
"918","mantap"
"919","local transportation"
"920","cepat driver"
"921","kecewa gagal upgrade akun full servis alas ktp suai dukcapil akun perban walet gojek tolak ktp gojek diskriminatif maaf ya bolak usaha hubung dukcapil dukcapil ktp suai gojek diskriminatif gojek karya anak bangsa anak bangsa indonesia"
"922","kendala login nomor hilang verifikasi email lom daftar lohon solusi min saldo"
"923","gofood vocher palek paylater dikit paylater paylater diskon capek makan suruh ngutang"
"924","good time"
"925","alhamdulillah batu"
"926","oke"
"927","mantab"
"928","aplikasi buruk"
"929","pindah grab anak angkat neger orang banding anak tiri neger moga kompetitor tumbuh gojek tinggal permanen user"
"930","ok"
"931"," gojek alhamdulillah gojek"
"932","kcw"
"933","tranfer susah plus tranfer"
"934","bagus"
"935"," gojek enak "
"936","bantu sekal"
"937","sedih akun transfer langgar atur gojek langgar butuh bukti"
"938","keren"
"939"," upgrade gopay plus upgrade gopay plus ktp susah daftar foto gagal cepat"
"940","senang mudah kadang gocarnya buru"
"941","senin gojek anak eh bujug buset mahal promo goride auto uninstalllll"
"942","complaint direspon csnya bintang ubah solusi"
"943","bagus"
"944","ama jalan oke pokokne"
"945","mantap"
"946","mantap sekaleeee mempermudahh kondisini"
"947","mantap"
"948","fine fine jemput cepat jalan aman drivernya sopan app mudah mudah app drivernya amanah"
"949","puas"
"950","gojek apk ganggu akun loading doang"
"951","bagus"
"952","gojek gopay tokopedia jujurly bantu tapiii biaya nya"
"953","gojek cepat jalan bantu "
"954","bagus an bantu pergi kemnh"
"955","bagus erorr uninstall install jelekk susah"
"956","plit voucher"
"957","nyaman"
"958","bembahruan membingungakan"
"959","tah"
"960","edit alhamdulillah download"
"961","harga aplikasi nyekek beli ongkirnya sedeng sultan beli faktor pikir mikir"
"962","turun performa gojek"
"963","mantap"
"964","good"
"965","ayan oke"
"966","ok"
"967","good aplikasi"
"968","wooke"
"969","good"
"970","biaya layan mahal driver ya nakal biaya parkir resto gratis parkir siap pindah grab deh"
"971","mantap"
"972","ampun deh sih pending sedia jasa layan transfer loh butuh desak"
"973","good"
"974","good"
"975","mantap"
"976","buruk tramsfer makan duit haram lu"
"977","gojek sistem ya kebanyak biaya layan dll pindah tetangga saran biaya jasa layan gede belanja k ayam potong nasi biaya layanan biaya kantong plastik saja sudah kae deh jek enggak gede ngambil untung ya"
"978","parah deh order"
"979","bagus cuman promo goridenya"
"980","fitur gofood enak driver batalin eh tbtb dicancel driver susah cari driver ambil order batalin driver tbtb ngecancel"
"981","mantapppp"
"982"," bintang cuman gojek muncul maps jakarta daerah"
"983","ok"
"984"," kirim kode otp daftar kayak bantu pemerintah"
"985",NA
"986","ayan"
"987","gomassage kah pengin pijat gara gara go masage uninstall apk"
"988","character"
"989","aplikasi rekomendasi biaya layan mahal an driver argo nya"
"990","ok"
"991","gopay poin beli pulsa ovo serba poin nya"
"992","top deh"
"993","apk bagus"
"994","titik alamat akurat alamat driver bingung"
"995","mohon tindak draiver kabar cancel reting draiver"
"996","gojek manthabb"
"997","ongkos mahal biaya driver banding biaya bayar"
"998","sehat perut ku"
"999"," fitur gopinjaman gopaylaternya sekal daftar tolak nunggunya tanggung tanggung ngedaftar tanggal mei suruh daftar aplikasi jelek mending uninstal"
"1000","mantap"
"1001","dadak cepat"
"1002","mantap"
"1003","gopay efektif alternative bayar maaf tingkat ya option batas "
"1004","ok"
"1005","pilih bayar sulit via transfer bank"
"1006","driver amanah"
"1007","untung susah biaya potong hati nurani orang jasa driverpun makan sungguh serakah dzolim hati hati dunia senang senang beban pikir akhirat dipertanggungjawabkan "
"1008","awesome"
"1009","buka aplikasi payah"
"1010","bantu"
"1011"," driver bantu"
"1012","parah"
"1013","ok"
"1014","nice"
"1015","bagus"
"1016",NA
"1017","bagus"
"1018","lumayan enak apkny ribet bayar cash"
"1019","ok"
"1020","aplikasi error buka error"
"1021","bantu"
"1022","aplikasi bantu"
"1023","jelekk akun blokir nipu hadeh aneh gara tf orang langsung ban aneh sih aju banding tolak"
"1024","kode otp dikirm"
"1025","mending turu"
"1026","good "
"1027","min nuh transfer tadingga mgga koclok"
"1028","mahalll"
"1029","mnurut ribet ting peraktis bingung maf ya sekedar saran bikin peraktis bingung"
"1030","diskon mantap "
"1031","bantu "
"1032"," bintang saja makanan biaya aplikasi dll mahal makan nya"
"1033","bagus"
"1034","jos"
"1035","biaya layan biaya biaya ongkir mending apk sebelah"
"1036","langgan gofood plus buang buang duit langgan gofood plus tulis gabung voucher nyata"
"1037","ongkirnya mehong promo potong eh tnyt bayar kayak promo edun "
"1038","bagus"
"1039","balikkin uang gue nomor terblock"
"1040","ayan bagus aman ya kadang goride serba salah drivernya salah aplikasi ya alami"
"1041","good"
"1042","the ben tr "
"1043","bagus"
"1044","kembang update status asa"
"1045","bagus mantap"
"1046","top"
"1047"," gojek kahir tarif akal gofood mahal syarat vouchernya woth potong ribu minimal ribu"
"1048","mantap"
"1049","proses transaksi bank butuh jam saldo hati proses transaksi kecewa"
"1050","good apps"
"1051","karya anak bangsa"
"1052","bantu cari rizki"
"1053","ok kreeen mantap"
"1054","sulit sekal alamat jemput akurat sar alamat keliru mohon mudah aplikasi"
"1055","tanggal mei bayar batal ya bayar top up buka aplikasi gojek tanggal mei loh aplikasinua bagus doang bikin ganggu"
"1056","menu relap pilih makan checkout suka hilang oiii pesennnn"
"1057"," apl bayar merchant shopping toko oren"
"1058","aplikasi recommended beli pulsa sulit loading saldo ya jelek ayan"
"1059","mantap"
"1060","halo dora the explorer tindas driver gojek"
"1061","akun bekuk order gofood vocer sedia aneh ya rugi salah langgan salah sistem vocer"
"1062","mantap servicenya"
"1063","tst gw nbee buru singgah usaha tst gw nbee nikmat lezat ty gojek warung kayak ad enak loh coba "
"1064","aplikasi bantu"
"1065","cari gocar nya"
"1066","sehat lembaga awas pemerintah kait apk ojol potong akal seeuai pemerintah"
"1067","bagus"
"1068","selesa langgan"
"1069","mantap"
"1070","lu jek order sulit driver"
"1071","akun login top up"
"1072","character"
"1073","harga gojek daerah jakarta umr daerah beda mesti koreksi harga angkut online daerah umr jt samak harga umr juta jakarta ya indak moga harga dareah biar masyarakat luas gojek"
"1074","tah"
"1075","puass kurir cepat amanah"
"1076","downgrade upgrade apknya cari driver jauh driver songong ongkos offline"
"1077","bagus"
"1078","gojek manusiawi"
"1079","apk madep"
